linker_molecular_weight,e3_ligand_hydrogen_bond_acceptor_count,kcat,alpha,warhead_xlogp3,hydrogen_bond_acceptor_count,topological_polar_surface_area,linker_topological_polar_surface_area,kdegp,linker_hydrogen_bond_donor_count,linker_hydrogen_bond_acceptor_count,dmax,warhead_molecular_weight,alpha_dmax,e3_ligand_rotatable_bond_count,dc50,warhead_rotatable_bond_count,rotatable_bond_count,linker_xlogp3,alpha_dc50,warhead_hydrogen_bond_acceptor_count,molecular_weight,e3_ligand_xlogp3,e3_ligand_molecular_weight,kdp,e0,xlogp3,warhead_hydrogen_bond_donor_count,kde,warhead_binding_energy,e3_ligand_binding_energy,e3_ligand_hydrogen_bond_donor_count,linker_rotatable_bond_count,e3_ligand_topological_polar_surface_area,hydrogen_bond_donor_count,warhead_topological_polar_surface_area
175.228,4,1,1,3.59,14,227.56,58.56,0.010889207,2,3,0.98,486.944,1,1,8.2,7,20,-0.46,1,8,896.902,0.13,258.233,35.3708,1,3.22,3,68.0975,7.451355532,7.166869062,1,7,83.55,4,91.41
249.307,4,1,1,2.03,16,224.03,80.01,0.035906736,1,6,0.9,528.589,1,1,1.85,12,21,-1.87,1,11,1028.128,-0.5,259.265,544.3174,1,1.57,2,163.8105,6.2641478,6.785658214,2,14,92.5,3,124.47
205.254,5,1,1,3.33,14,244.3,56.79,0.010889207,1,4,0.843,532.666,1,1,30.1,7,21,0.07,1,6,936.423,0,273.248,74.3603,1,4.95,2,37.7399,7.128659024,7.42319947,2,11,109.57,6,102.84
183.299,4,1,1,2.3,14,151.03,18.51,0.021218616,1,3,0.99,417.42,1,1,0.5,4,8,0.03,1,9,824.968,0.13,258.233,52.0434,1,2.84,0,158.9564,7.283633991,6.798721987,1,3,83.55,1,81.43
162.229,5,1,1,-5.47,15,204.67,27.69,0.0147165,0,3,0.98,443.202,1,1,0.8,6,19,0.52,1,12,923.449,0,273.248,485.5458,1,4.81,7,615.2355,6.313769781,6.21095861,2,8,109.57,3,252.57
252.307,4,1,1,4.29,18,261.88,66.38,0.010889207,1,6,0.68,372.875,1,1,10,3,24,-1.2,1,3,972.025,0.13,258.233,230.1695,1,2.3,1,96.2872,6.637952137,7.01643132,1,14,83.55,2,44.81
169.272,4,1,1,3.83,10,149.4,27.3,0.010889207,2,3,0.95,418.501,1,1,0.3,8,8,-0.27,1,8,791.353,-0.5,259.265,326.4635,1,5.21,1,314.4978,6.486165376,6.50238244,2,1,92.5,2,84.76
57.096,4,1,1,2.3,12,144.55,12.03,0.021218616,1,1,0.95,417.42,1,1,0.2,4,5,-0.07,1,9,698.765,0.13,258.233,45.7482,1,2.81,0,274.2052,7.339625809,6.561924347,1,0,83.55,1,81.43
207.27,4,1,1,2.57,13,209.99,62.94,0.0147165,1,5,0.92,378.439,1,5,20,4,24,-1.3,1,9,1080.746,1.86,413.518,1745.1911,1,6.41,3,7280.3016,5.758157021,5.137850627,3,11,98.74,5,145.99
57.096,4,1,1,2.3,12,144.55,12.03,0.0147165,1,1,0.99,417.42,1,1,0.7,4,5,-0.07,1,9,698.765,-0.5,259.265,46.9816,1,2.81,0,229.4776,7.328071946,6.639259789,2,0,92.5,1,81.43
60.052,4,1,1,2.18,13,224.31,26.3,0.010889207,0,2,0.97,334.456,1,5,16,0,13,0.13,1,4,893.04,1.86,413.518,460.9717,1,3.9,3,4558.1101,6.336325742,5.341215184,3,1,98.74,5,77.76
152.237,7,1,1,3.9,12,188.17,17.07,0.010889207,0,1,0.84,600.757,1,1,7.05,14,15,2.76,1,7,912.105,0.66,273.252,44.5732,1,5.47,4,272.3482,7.350926527,6.564875475,2,7,119.97,3,151.93
99.133,4,1,1,3.72,13,208.98,29.1,0.008718078,1,1,0.86,316.353,1,5,275,6,13,1.05,1,5,844.999,1.86,413.518,539.8863,1,4.95,1,1899.7402,6.267697732,5.721305791,3,2,98.74,5,57.15
72.151,8,1,1,1.4,14,180.69,0,0.010889207,0,0,0.95,353.422,1,9,1.76,5,19,2.92,1,6,995.232,1.83,594.738,301.805,1,5.06,0,661.3593,6.520273596,6.17956252,4,2,164.52,3,56.59
119.164,4,1,1,2.57,11,191.53,44.48,0.0147165,1,3,0.74,378.439,1,5,158,4,18,-1.01,1,9,992.64,1.86,413.518,5279.3784,1,6.71,3,3834.0188,5.277417207,5.416345758,3,5,98.74,5,145.99
60.052,7,1,1,2.18,13,224.31,26.3,0.010889207,0,2,0.9,334.456,1,9,9,0,13,0.13,1,4,907.067,2.31,587.718,1134.7921,1,4.3,3,8534.3935,5.945083707,5.068827339,4,1,140.73,5,77.76
333.469,4,1,1,5.27,16,273.23,66.02,0.010889207,1,5,0.75,524.658,1,5,200,11,30,1.49,1,7,1061.269,1.86,413.518,2134.1274,1,3.67,1,1534.1271,5.670779652,5.814138661,3,18,98.74,6,108.16
169.272,4,1,1,3.83,10,149.4,27.3,0.010889207,2,3,0.95,418.501,1,1,0.4,8,8,-0.27,1,8,791.353,-0.5,259.265,195.4767,1,5.21,1,297.2025,6.708904938,6.526947481,2,1,92.5,2,84.76
188.311,4,1,1,2.74,11,214.31,18.46,0.011017488,0,2,0.66,481.307,1,5,530,6,23,2.98,1,7,898.14,1.86,413.518,324.065,1,6.16,4,3755.0921,6.48936793,5.425379405,3,10,98.74,6,153.09
191.234,4,1,1,4.3,14,202.08,45.23,0.010889207,1,4,0.9778,420.368,1,1,26.87,4,8,0.12,1,6,831.894,-0.5,259.265,135.4972,1,3.82,1,149.3251,6.868069538,6.825867113,2,2,92.5,2,88.42
180.247,4,1,1,3.64,11,177.43,18.46,0.010889207,0,2,0.98,423.448,1,5,5,10,17,2.46,1,7,1024.201,1.86,413.518,223.1205,1,8.51,3,1419.4578,6.6514606,5.847877526,3,6,98.74,3,97.4
87.122,4,1,1,3.72,13,208.98,29.1,0.008718078,1,1,0.96,316.353,1,5,670,6,15,1.04,1,5,832.988,1.86,413.518,184.0487,1,4.72,1,1199.9308,6.735067223,5.92084381,3,3,98.74,5,57.15
32.042,7,1,1,1.82,12,204,20.23,0.010889207,1,1,0.94,478.601,1,9,13,6,14,-0.46,1,7,892.096,2.31,587.718,1307.0695,1,5.46,3,5601.1093,5.883701308,5.251725949,4,0,140.73,5,119.72
176.256,7,1,1,3.05,12,186.66,38.69,0.010889207,1,3,0.71,543.068,1,9,50,3,21,0.68,1,8,1052.227,2.31,587.718,413.8175,1,7.95,1,2694.7228,6.383191099,5.569485904,4,9,140.73,3,100.13
30.07,5,1,1,2.3,12,153.34,0,0.021218616,0,0,0.98,417.42,1,1,0.2,4,7,1.3,1,9,686.754,0,273.248,65.0171,1,3.41,0,620.4122,7.186972206,6.207319652,2,0,109.57,2,81.43
201.31,4,1,1,3.64,12,180.67,21.7,0.010889207,0,3,0.7,423.448,1,5,501,10,18,1.17,1,7,1045.264,1.86,413.518,680.3213,1,6.98,3,2030.3964,6.167285904,5.69241917,3,7,98.74,3,97.4
134.175,4,1,1,4.3,14,193.33,38.69,0.010889207,1,3,0.91,420.368,1,1,8.3,4,15,-0.39,1,6,774.835,-0.5,259.265,86.4321,1,3.1,1,144.622,7.063324752,6.83976577,2,6,92.5,2,88.42
86.178,4,1,1,5.27,11,207.21,0,0.010889207,0,0,0.969,524.658,1,5,100.6,11,15,3.47,1,7,813.978,1.86,413.518,2176.3976,1,4.29,1,1958.6392,5.662261766,5.708045557,3,3,98.74,5,108.16
138.185,8,1,1,4.1,13,199.37,0,0.006318381,0,0,0.95,494.429,1,9,55,7,15,3.18,1,3,938.115,1.83,594.738,713.9965,1,5.37,1,360.0239,6.146303919,6.443668664,4,1,164.52,5,49.77
88.15,4,1,1,3.59,14,217.31,9.23,0.010889207,0,1,0.99,486.944,1,5,4,7,21,1.34,1,8,1010.175,1.86,413.518,266.1329,1,6.12,3,1085.4898,6.574901357,5.964374263,3,3,98.74,5,91.41
99.133,4,1,1,3.72,13,208.98,29.1,0.010889207,1,1,0.84,316.353,1,5,111,6,13,1.05,1,5,844.999,1.86,413.518,539.9438,1,4.95,1,1899.7402,6.267651474,5.721305791,3,2,98.74,5,57.15
144.258,4,1,1,2.74,10,205.08,9.23,0.010889207,0,1,0.56,481.307,1,5,4190,6,20,3.5,1,7,854.087,1.86,413.518,34.6504,1,5.85,4,2424.3349,7.460291639,5.615407386,3,7,98.74,6,153.09
78.114,7,1,1,4.1,12,190.14,0,0.006318381,0,0,0.96,494.429,1,9,99,7,10,1.92,1,3,818.017,2.31,587.718,4189.3495,1,4.97,1,1642.0355,5.377853403,5.784617459,4,0,140.73,5,49.77
197.282,4,1,1,4.3,14,192.43,35.58,0.010889207,1,4,0.9756,420.368,1,1,7.27,4,10,-0.79,1,6,837.942,0.13,258.233,44.8605,1,2.91,1,185.3676,7.348136199,6.731966145,1,4,83.55,2,88.42
71.123,4,1,1,2.3,12,144.55,12.03,0.010889207,1,1,0.97,417.42,1,1,0.3,4,6,0.36,1,9,712.792,0.13,258.233,84.7921,1,3.03,0,242.0766,7.071644549,6.616047135,1,0,83.55,1,81.43
100.161,4,1,1,5.27,11,224.28,17.07,0.010889207,0,1,0.779,524.658,1,5,2546.1,11,14,1.64,1,7,827.961,1.86,413.518,2020.2281,1,3.06,1,2962.0643,5.694599593,5.528405523,3,4,98.74,5,108.16
253.39,4,1,1,4.07,13,176.11,35.58,0.010889207,1,3,0.98,380.54,1,1,2,11,12,0.68,1,6,878.092,-0.5,259.265,7.3936,1,2.8,3,359.9024,8.131143692,6.443815307,2,4,92.5,2,80.27
180.291,7,1,1,3.9,12,188.17,17.07,0.010889207,0,1,0.87,600.757,1,1,2.25,14,17,3.84,1,7,940.159,0.66,273.252,60.2332,1,6.56,4,387.2605,7.220164266,6.411996755,2,9,119.97,3,151.93
142.246,4,1,1,6.27,10,164.18,15.27,0.010889207,1,2,0.67,414.896,1,1,16.2,5,12,0.86,1,4,766.299,-0.88,285.303,150.3637,1,5.08,2,157.186,6.822856924,6.803586083,2,3,78.51,3,66.73
85.131,7,1,1,4.1,14,203.03,12.89,0.006318381,0,2,0.96,494.429,1,9,112,7,10,0.95,1,3,825.034,2.31,587.718,11565.2888,1,4.66,1,2520.1066,4.936843516,5.598581084,4,0,140.73,5,49.77
162.229,5,1,1,-5.47,15,204.67,27.69,0.021218616,0,3,0.95,443.202,1,1,1,6,19,0.52,1,12,923.449,0,273.248,485.5458,1,4.81,7,615.2355,6.313769781,6.21095861,2,8,109.57,3,252.57
32.042,7,1,1,3.66,12,204,20.23,0.010889207,1,1,0.96,520.674,1,9,3,6,14,-0.46,1,5,878.069,2.31,587.718,758.2655,1,5.03,4,8211.1819,6.120178689,5.085594329,4,0,140.73,5,110.77
199.254,5,1,1,1.27,15,244.77,49.17,0.011118242,0,5,0.8407,835.802,1,1,9.12,13,23,0.09,1,7,775.82,0,273.248,12.6082,1,1,7,626.4651,7.899348175,6.203103121,2,7,109.57,5,244.33
188.311,4,1,1,2.74,11,214.31,18.46,0.037318255,0,2,0.77,481.307,1,5,550,6,23,2.98,1,7,898.14,1.86,413.518,324.065,1,6.16,4,3755.0921,6.48936793,5.425379405,3,10,98.74,6,153.09
99.133,4,1,1,3.72,13,208.98,29.1,0.008718078,1,1,0.86,316.353,1,5,275,6,13,1.05,1,5,844.999,1.86,413.518,539.9438,1,4.95,1,1899.7402,6.267651474,5.721305791,3,2,98.74,5,57.15
212.337,7,1,1,1.69,19,263.54,23.55,0.010889207,0,2,0.94,591.71,1,9,54,14,31,1.99,1,9,1641.523,2.31,587.718,388.8485,1,12.31,5,4337.0262,6.410219548,5.362807954,4,5,140.73,5,193.5
226.364,7,1,1,1.69,19,263.54,23.55,0.010889207,0,2,0.96,591.71,1,9,12.8,14,32,2.53,1,9,1655.55,2.31,587.718,1204.8474,1,12.86,5,3512.386,5.919067958,5.454397764,4,6,140.73,5,193.5
225.336,4,1,1,2.22,12,213.61,50.94,0.03980471,1,4,0.883,342.614,1,1,60,6,18,2.28,1,6,861.788,0.13,258.233,28.0789,1,5.13,3,23.3253,7.551619598,7.632173117,1,9,83.55,4,102.16
281.444,4,1,1,2.22,12,213.61,50.94,0.03980471,1,4,0.886,342.614,1,1,40,6,22,4.63,1,6,917.896,0.13,258.233,33.9394,1,7.12,3,42.3367,7.469295376,7.373283378,1,13,83.55,4,102.16
207.27,4,1,1,2.57,13,209.99,62.94,0.021218616,1,5,0.95,378.439,1,5,8,4,24,-1.3,1,9,1080.746,1.86,413.518,2131.5407,1,6.41,3,7280.3016,5.671306368,5.137850627,3,11,98.74,5,145.99
101.193,4,1,1,6.27,9,169.73,26.02,0.010889207,1,1,0.99,414.896,1,1,0.6,5,14,1.62,1,4,725.246,-0.88,285.303,189.9309,1,5.84,2,30.7008,6.721404283,7.512849731,2,4,78.51,4,66.73
216.281,4,1,1,3.18,10,229.41,92.42,0.011118242,3,3,0.8447,352.434,1,1,3.46,6,21,-0.11,1,5,734.807,0.13,258.233,17.7677,1,2.05,0,177.6893,7.750368744,6.750338627,1,9,83.55,6,53.35
87.122,4,1,1,3.72,13,208.98,29.1,0.008718078,1,1,0.75,316.353,1,5,300,6,15,1.04,1,5,832.988,1.86,413.518,401.7178,1,4.72,1,1199.9308,6.396078947,5.92084381,3,3,98.74,5,57.15
59.112,4,1,1,6.27,9,169.73,26.02,0.010889207,1,1,0.85,414.896,1,1,1,5,11,0.18,1,4,683.165,-0.88,285.303,102.5903,1,4.77,2,14.6681,6.988893624,7.833624794,2,1,78.51,4,66.73
162.229,5,1,1,-5.47,15,204.67,27.69,0.021218616,0,3,0.95,443.202,1,1,0.57,6,19,0.52,1,12,923.449,0,273.248,342.5187,1,4.81,7,615.2355,6.465315659,6.21095861,2,8,109.57,3,252.57
213.365,5,1,1,4.5,10,211.05,29.1,0.003319283,1,1,0.99,492.004,1,1,0.228,4,19,4.53,1,7,876.987,0,273.248,34.3318,1,5.03,2,98.4656,7.464302852,7.006715518,2,10,109.57,4,92.4
198.31,7,1,1,1.69,19,263.54,23.55,0.010889207,0,2,0.79,591.71,1,9,179.9,14,30,1.45,1,9,1627.496,2.31,587.718,402.5546,1,11.77,5,3575.6723,6.395175253,5.446642289,4,4,140.73,5,193.5
71.123,4,1,1,2.3,12,144.55,12.03,0.010889207,1,1,0.97,417.42,1,1,0.3,4,6,0.36,1,9,712.792,0.13,258.233,270.5653,1,3.03,0,242.0766,6.567727922,6.616047135,1,0,83.55,1,81.43
169.272,4,1,1,3.83,10,149.4,27.3,0.010889207,2,3,0.99,418.501,1,1,0.09,8,8,-0.27,1,8,791.353,-0.5,259.265,326.4635,1,5.21,1,314.4978,6.486165376,6.50238244,2,1,92.5,2,84.76
57.096,4,1,1,2.3,12,144.55,12.03,0.0147165,1,1,0.99,417.42,1,1,0.7,4,5,-0.07,1,9,698.765,-0.5,259.265,225.5437,1,2.81,0,229.4776,6.646769252,6.639259789,2,0,92.5,1,81.43
87.166,4,1,1,6.27,9,169.73,26.02,0.010889207,1,1,0.95,414.896,1,1,0.2,5,13,1.08,1,4,711.219,-0.88,285.303,82.9989,1,5.49,2,44.249,7.080927543,7.354097017,2,3,78.51,4,66.73
265.35,5,1,1,2.71,16,250.73,72.17,0.010889207,1,6,0.884,486.638,1,1,80.4,6,27,-1.09,1,6,941.395,0,273.248,116.1968,1,3.52,3,294.7216,6.934805969,6.530588012,2,15,109.57,5,111.63
86.178,4,1,1,3.74,14,185.77,0,0.010889207,0,0,0.903,409.943,1,5,126.2,6,19,3.47,1,7,995.312,1.86,413.518,124.8244,1,8.54,3,3431.915,6.903700406,5.464463474,3,3,98.74,5,96.01
71.123,4,1,1,2.3,12,144.55,12.03,0.021218616,1,1,0.98,417.42,1,1,0.1,4,6,0.36,1,9,712.792,0.13,258.233,84.7921,1,3.03,0,242.0766,7.071644549,6.616047135,1,0,83.55,1,81.43
205.254,5,1,1,3.33,14,244.3,56.79,0.010889207,1,4,0.769,532.666,1,1,32.3,7,21,0.07,1,6,936.423,0,273.248,74.3603,1,4.95,2,37.7399,7.128659024,7.42319947,2,11,109.57,6,102.84
239.363,4,1,1,4.07,13,176.11,35.58,0.010889207,1,3,0.74,380.54,1,1,52,11,11,0.32,1,6,864.065,-0.5,259.265,1.6851,1,2.44,3,302.0209,8.77337635,6.519963023,2,3,92.5,2,80.27
213.365,5,1,1,4.5,10,211.05,29.1,0.003319283,1,1,0.99,492.004,1,1,0.263,4,19,4.53,1,7,876.987,0,273.248,34.3318,1,5.03,2,98.4656,7.464302852,7.006715518,2,10,109.57,4,92.4
155.245,4,1,1,3.83,10,149.4,27.3,0.010889207,2,3,0.999,418.501,1,1,0.1,8,9,-0.79,1,8,777.326,-0.5,259.265,198.0577,1,4.69,1,177.9382,6.703208294,6.749730803,2,2,92.5,2,84.76
183.299,4,1,1,6.27,10,155.39,27.3,0.010889207,2,3,0.97,414.896,1,1,0.2,5,9,-0.08,1,4,792.337,-0.5,259.265,148.0761,1,5.25,2,111.6525,6.829515027,6.952131409,2,2,92.5,2,66.73
30.07,5,1,1,2.3,12,153.34,0,0.021218616,0,0,0.98,417.42,1,1,0.2,4,7,1.3,1,9,686.754,0,273.248,182.7719,1,3.41,0,620.4122,6.73809061,6.207319652,2,0,109.57,2,81.43
169.228,5,1,1,4.58,12,217.19,50.94,0.011118242,1,4,0.86,312.398,1,1,2.2,4,18,0.41,1,6,779.855,0,273.248,11.5557,1,3.35,0,181.0443,7.937204285,6.74221509,2,5,109.57,5,50.08
199.338,4,1,1,2.54,13,215.65,29.1,0.010218225,1,1,0.71,499.619,1,5,260,6,25,3.98,1,7,1208.507,1.86,413.518,416.7657,1,7.09,3,3037.6193,6.380108057,5.517466651,3,9,98.74,6,107.94
87.122,4,1,1,3.72,13,208.98,29.1,0.010889207,1,1,0.94,316.353,1,5,610,6,15,1.04,1,5,832.988,1.86,413.518,402.1788,1,4.72,1,1199.9308,6.395580787,5.92084381,3,3,98.74,5,57.15
183.299,4,1,1,2.3,14,151.03,18.51,0.021218616,1,3,0.99,417.42,1,1,0.1,4,8,0.03,1,9,824.968,0.13,258.233,52.0434,1,2.84,0,158.9564,7.283633991,6.798721987,1,3,83.55,1,81.43
162.229,5,1,1,-5.47,15,204.67,27.69,0.021218616,0,3,0.97,443.202,1,1,0.6,6,19,0.52,1,12,923.449,0,273.248,342.5187,1,4.81,7,615.2355,6.465315659,6.21095861,2,8,109.57,3,252.57
30.07,5,1,1,2.3,12,153.34,0,0.021218616,0,0,0.98,417.42,1,1,0.2,4,7,1.3,1,9,686.754,0,273.248,118.7644,1,3.41,0,620.4122,6.925313541,6.207319652,2,0,109.57,2,81.43
144.258,4,1,1,2.74,10,205.08,9.23,0.011017488,0,1,0.59,481.307,1,5,640,6,20,3.5,1,7,854.087,1.86,413.518,164.5833,1,5.85,4,2424.3349,6.783614112,5.615407386,3,7,98.74,6,153.09
144.258,4,1,1,2.74,10,205.08,9.23,0.010889207,0,1,0.56,481.307,1,5,4190,6,20,3.5,1,7,854.087,1.86,413.518,191.7177,1,5.85,4,2424.3349,6.717337765,5.615407386,3,7,98.74,6,153.09
225.336,4,1,1,2.22,12,213.61,50.94,0.03980471,1,4,0.685,342.614,1,1,950,6,18,2.28,1,6,861.788,0.13,258.233,14.1605,1,4.77,3,73.5025,7.848920536,7.133698018,1,9,83.55,4,102.16
350.551,7,1,1,1.98,15,199.36,30.03,0.010889207,0,4,0.98,440.866,1,9,8.8,6,24,1.57,1,8,1277.736,2.31,587.718,4885.9187,1,7.1,2,7517.6327,5.311053761,5.123918895,4,5,140.73,4,97.86
221.297,5,1,1,2.71,15,241.5,62.94,0.010889207,1,5,0.665,486.638,1,1,9.4,6,24,-0.94,1,6,897.342,0,273.248,104.2512,1,3.67,3,351.4952,6.981918901,6.45408063,2,12,109.57,5,111.63
295.471,4,1,1,4.58,13,233.24,50.94,0.011118242,1,4,0.57,312.398,1,5,4.3,4,31,4.81,1,6,1091.434,1.86,413.518,140.3051,1,9.17,0,1691.3858,6.852926474,5.771757312,3,14,98.74,6,50.08
188.267,4,1,1,4.3,14,213.2,35.53,0.010889207,0,3,0.99,420.368,1,1,11.6,4,18,1.43,1,6,843.942,-0.88,285.303,355.4606,1,3.76,1,201.7272,6.449208498,6.6952355,2,10,78.51,3,88.42
216.365,4,1,1,3.15,14,209.47,18.46,0.010889207,0,2,0.791,525.613,1,5,215.8,7,29,3.69,1,9,1086.773,1.86,413.518,693.4411,1,7.81,2,1682.0675,6.158990433,5.774156593,3,12,98.74,5,104.62
169.272,4,1,1,3.19,10,149.4,27.3,0.010889207,2,3,0.99,379.464,1,1,0.1,4,9,-0.27,1,6,805.38,-0.5,259.265,122.6689,1,5.58,1,234.3315,6.911265489,6.630169329,2,1,92.5,2,76.16
87.122,4,1,1,3.72,13,208.98,29.1,0.031118096,1,1,0.82,316.353,1,5,590,6,15,1.04,1,5,832.988,1.86,413.518,402.1788,1,4.72,1,1199.9308,6.395580787,5.92084381,3,3,98.74,5,57.15
220.272,7,1,1,3.13,13,219.85,50.69,0.010889207,1,3,0.95,525.66,1,9,7.7,12,18,3,1,11,1035.258,2.31,587.718,74.3787,1,9.25,1,2327.9995,7.128551291,5.633017122,4,7,140.73,6,116.94
156.189,4,1,1,2.55,16,223.74,65.96,0.021218616,1,5,0.91,377.286,1,5,518,3,16,-1.63,1,5,995.633,1.86,413.518,905.0743,1,4.49,1,3103.1827,6.043315745,5.508192656,3,4,98.74,4,50.16
197.326,4,1,1,4.18,11,160.42,18.51,0.010889207,1,3,0.7,572.75,1,1,30,9,10,0.39,1,6,868.958,-0.5,259.265,73.8387,1,4.65,2,166.8444,7.131715858,6.77768833,2,2,92.5,3,86.9
123.155,4,1,1,2.55,13,193.03,35.25,0.021218616,1,2,0.99,377.286,1,5,7.2,3,13,-0.41,1,5,962.599,1.86,413.518,807.087,1,5.71,1,1680.2178,6.093079642,5.774634409,3,1,98.74,4,50.16
231.336,5,1,1,3.35,16,239.39,47.56,0.010889207,1,3,0.71,447.457,1,1,25,5,25,1.21,1,5,1042.18,0,273.248,272.9024,1,4.61,3,226.2221,6.563992611,6.645465057,2,11,109.57,4,87.38
163.217,4,1,1,2.57,12,200.76,53.71,0.0147165,1,4,0.91,378.439,1,5,50,4,21,-1.16,1,9,1036.693,1.86,413.518,1436.0613,1,6.56,3,3391.3885,5.842827032,5.469622456,3,8,98.74,5,145.99
134.175,5,1,1,2.19,14,239.74,38.69,0.010889207,1,3,0.64,434.548,1,1,1487,5,16,-0.39,1,8,844.829,0,273.248,30.7116,1,3.2,2,189.6121,7.51269758,6.722134027,2,6,109.57,4,91.21
71.123,4,1,1,2.3,12,144.55,12.03,0.0147165,1,1,0.98,417.42,1,1,0.4,4,6,0.36,1,9,712.792,0.13,258.233,270.5653,1,3.03,0,242.0766,6.567727922,6.616047135,1,0,83.55,1,81.43
181.283,4,1,1,2.63,15,221.72,30.71,0.010889207,0,3,0.98,445.527,1,5,7.95,4,23,2.9,1,8,1091.756,1.86,413.518,76.8417,1,7.83,2,874.7322,7.114403131,6.058124895,3,6,98.74,5,85.86
150.221,8,1,1,4.1,14,208.6,9.23,0.006318381,0,1,0.99,494.429,1,9,41,7,17,3.06,1,3,950.151,1.83,594.738,849.47,1,5.44,1,720.8793,6.070851963,6.142137446,4,3,164.52,5,49.77
74.123,4,1,1,3.59,14,217.31,9.23,0.010889207,0,1,0.99,486.944,1,5,7.6,7,20,0.97,1,8,996.148,1.86,413.518,212.2543,1,6.22,3,2037.8358,6.673143454,5.69083082,3,2,98.74,5,91.41
132.203,4,1,1,2.59,14,228.87,18.46,0.007118644,0,2,0.994,382.251,1,5,18.8,4,24,1.19,1,4,1092.232,1.86,413.518,919.4095,1,7.57,4,2660.7033,6.036491033,5.575003547,3,6,98.74,5,98.91
202.298,4,1,1,2.55,12,194.05,75.35,0.021218616,3,3,0.97,377.286,1,1,6,3,16,0.46,1,5,841.391,0.13,258.233,189.8116,1,5.02,1,307.6607,6.721677265,6.511927935,1,9,83.55,3,50.16
87.122,4,1,1,3.72,13,208.98,29.1,0.008718078,1,1,0.96,316.353,1,5,670,6,15,1.04,1,5,832.988,1.86,413.518,402.1788,1,4.72,1,1199.9308,6.395580787,5.92084381,3,3,98.74,5,57.15
32.042,7,1,1,5.78,12,204,20.23,0.010889207,1,1,0.96,568.563,1,9,21,9,14,-0.46,1,4,892.096,2.31,587.718,816.3645,1,5.46,1,5002.7482,6.088115886,5.300791354,4,0,140.73,5,91.75
68.119,7,1,1,2.58,8,132.85,0,0.010889207,0,0,0.703,512.542,1,1,3.9,8,7,1.88,1,6,789.981,0.66,273.252,50.305,1,6.4,2,424.9069,7.298388486,6.371706232,2,1,119.97,2,120.94
197.282,4,1,1,2.22,12,213.61,50.94,0.03980471,1,4,0.791,342.614,1,1,70,6,16,1.38,1,6,833.734,0.13,258.233,36.7848,1,4.05,3,72.3367,7.434331097,7.140641313,1,7,83.55,4,102.16
176.256,4,1,1,3.64,12,186.66,38.69,0.010889207,1,3,0.76,423.448,1,5,15,10,21,0.68,1,7,1020.21,1.86,413.518,446.717,1,7.45,3,2480.5639,6.34996756,5.605449579,3,9,98.74,3,97.4
207.27,4,1,1,2.55,16,220.72,62.94,0.010889207,1,5,0.97,377.286,1,5,200,3,23,-1.3,1,5,1046.714,1.86,413.518,1131.6207,1,4.82,1,3175.2311,5.946299112,5.49822466,3,11,98.74,4,50.16
188.267,5,1,1,4.3,14,213.2,35.53,0.010889207,0,3,0.93,420.368,1,1,90.1,4,18,1.43,1,6,843.942,0,273.248,256.0214,1,4.31,1,111.7603,6.591723672,6.95171253,2,10,109.57,3,88.42
170.256,7,1,1,1.69,19,263.54,23.55,0.010889207,0,2,0.56,591.71,1,9,316.2,14,28,0.36,1,9,1599.442,2.31,587.718,123.4617,1,10.87,5,1701.2057,6.90846774,5.76924318,4,2,140.73,5,193.5
212.337,7,1,1,1.69,19,263.54,23.55,0.010889207,0,2,0.94,591.71,1,9,12.9,14,31,1.99,1,9,1641.523,2.31,587.718,388.8485,1,12.31,5,4337.0262,6.410219548,5.362807954,4,5,140.73,5,193.5
147.174,4,1,1,2.55,13,191.25,69.56,0.021218616,3,3,0.86,377.286,1,1,62,3,12,-1.08,1,5,786.267,0.13,258.233,47.6495,1,3.8,1,624.0814,7.321941597,6.204758742,1,5,83.55,2,50.16
101.149,4,1,1,1.85,15,229.56,29.1,0.010889207,1,1,0.85,387.447,1,5,640,3,19,0.38,1,6,1145.804,1.86,413.518,3750.8913,1,6.31,4,2105.8963,5.425865516,5.676563021,3,2,98.74,4,94.21
155.245,4,1,1,3.83,10,149.4,27.3,0.010889207,2,3,0.99,418.501,1,1,0.9,8,9,-0.32,1,8,777.326,-0.5,259.265,117.0656,1,4.69,1,212.0842,6.931570581,6.673491668,2,2,92.5,2,84.76
278.389,4,1,1,2.5,16,228.86,57.15,0.010889207,1,5,0.97,384.528,1,1,2.2,4,25,1.29,1,6,947.059,0.13,258.233,580.0195,1,3.81,1,122.7816,6.236557371,6.910866707,1,16,83.55,2,65.77
289.372,5,1,1,3.35,17,265.69,73.86,0.010889207,1,5,0.51,447.457,1,1,100,5,27,-0.28,1,5,1100.216,0,273.248,272.4083,1,3.04,3,272.0631,6.564779587,6.565330383,2,15,109.57,4,87.38
162.229,5,1,1,-5.47,15,204.67,27.69,0.021218616,0,3,0.95,443.202,1,1,0.57,6,19,0.52,1,12,923.449,0,273.248,463.4944,1,4.81,7,615.2355,6.333955493,6.21095861,2,8,109.57,3,252.57
132.159,4,1,1,4.3,14,213.2,35.53,0.010889207,0,3,0.99,420.368,1,1,6.2,4,14,-0.17,1,6,787.834,-0.88,285.303,156.4974,1,2.33,1,267.1728,6.80549281,6.57320776,2,6,78.51,3,88.42
